"dota"
{
"DOTA_Accept"	"Elfogad"
"DOTA_Treasure_OpenDupe"	"Minden kincs, amit kinyitsz {d:items_per_treasure} darabot tartalmaz a mutatott normál tárgyak közül. Lehetnek ismétlődések is. Ha szerencsés vagy, egy ritka tárgyat is kaphatsz."
"DOTA_Treasure_OpenFailed_NoItem"	"Nem található kinyitható kincs a fegyvertáradban."
"DOTA_Treasure_OpenFailed_NoItemsReceived"	"Nem lehet lekérni a kincsből kapható tárgyak listáját."
"DOTA_Treasure_OpenSuccess"	"Gratulálunk! Ezt kaptad:"
"dota_settings_force_right_click_attack"	"Kényszerített jobb kattintásos támadás"
"DOTA_Settings_Tooltip_Force_Right_Click_Attack"	"Egy baráti egységen való jobb kattintás azt eredményezi, hogy a hősöd megpróbálja megtámadni azt az egységet."
"DOTA_Effigy_AcceptCustomize"	"Képmás felszerelés elfogadása"
"DOTA_Effigy_CancelCustomize"	"Képmás felszerelés törlése"
"DOTA_Custom_Game_Created_By"	"Készítő: <b>{g:dota_persona:author}</b>"
"DOTA_Custom_Game_Dedicated_Servers"	"Dedikált szerverek"
"DOTA_Custom_Game_Dedicated_Servers_I"	"Ez az egyedi játék dedikált szervertámogatással rendelkezik. A játszott játékokat a Valve fogja futtatni dedikált szervereken."
"dota_settings_rangefinder"	"Képesség-távolságmérő mutatása varázsláskor"
"DOTA_View_Details"	"Részletek megnézése"
"DOTA_TabName_Featured"	"Kiemelt"
"DOTA_TabName_Heroes"	"Hősök"
"DOTA_Friends_ID"	"Barát-azonosító:"
"DOTA_Profile_Edit"	"Profil szereksztése"
"DOTA_Profile_LifetimeStats"	"Összevont statisztikák"
"DOTA_Profile_ViewSteamProfile"	"Steam profil megnézése"
"DOTA_Profile_SendMessage"	"Üzenet küldése"
"DOTA_Trophies_ViewAvailable"	"Elérhető"
"DOTA_TrophyXPProgress"	"{d:trophy_xp} / {d:total_trophy_xp} <span class=\"TrophyPointTextSmall\">TTP</span>"
"DOTA_TrophyDetails_XP"	"{d:trophy_details_xp} <span class=\"TrophyPointTitleSmall\">TTP</span>"
"DOTA_TrophyDetails_PointsPerLevel"	"{d:trophy_points_per_level} trófeapontot kapsz, valahányszor szintet lép."
"DOTA_Trophy_Upgraded"	"Trófea fejlesztve"
"DOTA_Trophy_Achieved"	"Trófea elérve"
"DOTA_TrophyPlusProfileXP"	"+{d:trophy_xp} trófeapont"
"DOTA_ProfileBadge_Upgraded"	"Profilkitűző fejlesztve"
"DOTA_Lobby_Settings_Tournament_None"	"Nincs"
"DOTA_Lobby_Settings_Tournament"	"Liga"
"DOTA_WatchReplaysConextMenu_Watch"	"Megnézés"
"DOTA_WatchReplaysConextMenu_DownloadWatch"	"Letöltés és megnézés most"
"DOTA_WatchReplaysConextMenu_DownloadWatchLater"	"Letöltés és megnézés később"
"DOTA_WatchReplaysConextMenu_WatchLater"	"Megnézés később"
"DOTA_WatchReplaysConextMenu_WatchLaterClear"	"Törlés a később megnézendők közül"
"DOTA_WatchReplays_Game1"	"1. játék"
"DOTA_WatchReplays_Game2"	"2. játék"
"DOTA_WatchReplays_Game3"	"3. játék"
"DOTA_WatchReplays_Game4"	"4. játék"
"DOTA_WatchReplays_Game5"	"5. játék"
"DOTA_WatchReplayError"	"Visszajátszási hiba"
"DOTA_WatchReplayError_Incompatible"	"Ez a visszajátszás nem kompatibilis a Dota ezen verziójával."
"DOTA_WatchReplayError_DoesNotExist"	"Ez a meccs nem létezik."
"DOTA_WatchTournaments_PrizePoolLabel"	"nyereményalap"
"DOTA_WatchTournaments_PrizePoolTicketPrice"	"Jegy: {g:dota_item_price:ticket_itemdef}"
"DOTA_WatchTournaments_PrizePoolActivate"	"Jegy aktiválása"
"DOTA_WatchTournaments_LiveGames"	"- ZAJLÓ ÉLŐ JÁTÉKOK"
"DOTA_WatchTournaments_View"	"Megnézés"
"DOTA_WatchTournaments_Region_NA"	"Észak-Amerika"
"DOTA_WatchTournaments_Region_SA"	"Dél-Amerika"
"DOTA_WatchTournaments_Region_EU"	"Európa"
"DOTA_WatchTournaments_Region_RU"	"Oroszország"
"DOTA_WatchTournaments_Region_CN"	"Kína"
"DOTA_WatchTournaments_Region_SEA"	"Délkelet-Ázsia"
"DOTA_WatchTournament_BestOf3"	"3-ból a legjobb"
"DOTA_WatchTournament_BestOf5"	"5-ből a legjobb"
"DOTA_WatchTournament_Website"	"Bajnokság-weboldal megnézése"
"DOTA_WatchTournament_Compendium"	"Összefoglaló megnézése"
"DOTA_WatchTournament_Page"	"{i:page_cur} / {i:page_max} oldal"
"DOTA_WatchTournament_Spectators"	"{i:spectators} néző"
"DOTA_ShuffledItem_Label"	"Keverésben"
"DOTA_EquippedItem_Button_SingleItemShuffle"	"Felszerelés"
"DOTA_Feed_Title"	"Barát-aktivitás"
"DOTA_Armory_Category_EffigyBlocks"	"Képmás tömbök"
"DOTA_Armory_Category_EffigyReforgers"	"Képmás újraformálók"
"DOTA_Armory_Category_Leagues"	"Ligatárgyak"
"DOTA_Armory_Category_Charms"	"Talizmánok"
"DOTA_Armory_Category_CharmFragments"	"Talizmántöredékek"
"DOTA_Armory_Category_MegaKills"	"Tömeggyilkosságok"
"DOTA_Armory_Category_Treasures"	"Kincsek"
"DOTA_Armory_Category_Gifts"	"Ajándékok"
"DOTA_Armory_Category_Bundles"	"Csomagok"
"DOTA_Armory_Category_Tools"	"Eszközök"
"DOTA_Armory_ActiveFilterLabel"	"Szűrő:"
"DOTA_Armory_EditFilter"	"Szűrő szerkesztése"
"DOTA_Armory_ContextMenu_AddShuffle"	"Hozzáadás a keveréshez"
"DOTA_Armory_ContextMenu_RemoveShuffle"	"Eltávolítás a keverésből"
"DOTA_Armory_Filter_Tradeable"	"CSERÉLHETŐ"
"DOTA_Armory_Filter_Equipped"	"FELSZERELVE"
"DOTA_Armory_Filter_Duplicate"	"MÁSODPÉLDÁNY"
"DOTA_Armory_Filter_HasSockets"	"FOGLALATOS"
"DOTA_Armory_Filter_IsJunk"	"KACATNAK JELÖLVE"
"DOTA_Armory_Filter_WillExpire"	"LE FOG JÁRNI"
"DOTA_Armory_Filter_IsBundle"	"CSOMAG"
"DOTA_Armory_Filter_IsGift"	"AJÁNDÉKBA KAPTAM"
"DOTA_Armory_Filter_Rarity"	"RITKASÁG"
"DOTA_Armory_Filter_Quality"	"MINŐSÉG"
"DOTA_Armory_Filter_Tags"	"CÍMKÉK"
"DOTA_Armory_Filter_Delete"	"Szűrő törlése"
"DOTA_Armory_Filter_CreateNew"	"Új szűrő..."
"DOTA_Armory_Filter_FilterName"	"Szűrő neve"
"DOTA_Armory_Filter_Required"	"SZÜKSÉGES"
"DOTA_tooltip_econ_item_tags"	"Címkék"
"Compendium_LeagueID"	"Liga-azonosító"
"Compendium_InvalidLeagueID"	"Érvénytelen vagy nem megadott ligaazonosító."
"Compendium_Unsupported"	"Nem támogatott Összefoglaló"
"Compendium_Unsupported_Desc"	"Ez az Összefoglaló régebbi verziójú, ami jelenleg nem támogatott."
"Compendium_TestingBadLeagueID"	"Hiányzó vagy érvénytelen 'league_id' kulcs az Összefoglaló-adatfájlban."
"DOTA_GlobalItems_CursorPacks"	"Kurzorcsomagok"
"DOTA_Workshop_Materials"	"Anyagok"
"DOTA_Workshop_Meshes"	"Poligonhálók"
"DOTA_Workshop_EditTarget"	"Cél szerkesztése"
"DOTA_Workshop_Err_AddToZip"	"A fájl hozzáadása a zip-hez sikertelen: %1"
"DOTA_Workshop_Err_BadPath"	"Rossz útvonal: '%1'"
"DOTA_Workshop_Err_ZipWithoutManifest"	"Nem Műhelyes zip (nincs tanúsítvány)"
"DOTA_Workshop_UnrecognizedTemplate"	"Ismeretlen műhelysablon"
"DOTA_Armory_Tags_Popup_Info"	"Egy címkehely átnevezése nem törli a címkét azon korábbi tárgyakról, melyekre be volt állítva a címke. Azok a tárgyak örökölni fogják az új nevet."
"DOTA_Popup_Item_Received_Header_Unknown"	"Tárgyat kaptál!"
"DOTA_Popup_Item_Received_Header_Dropped"	"Tárgyat kaptál!"
"DOTA_Popup_Item_Received_Header_Crafted"	"Tárgyat készítettél!"
"DOTA_Popup_Item_Received_Header_Traded"	"Tárgyat kaptál csere során!"
"DOTA_Popup_Item_Received_Header_Purchased"	"Tárgyat vásároltál!"
"DOTA_Popup_Item_Received_Header_FoundInCrate"	"Tárgyat kaptál!"
"DOTA_Popup_Item_Received_Header_Gifted"	"Ajándékot kaptál!"
"DOTA_Popup_Item_Received_Header_Support"	"Tárgyat kaptál az Ügyfélszolgálattól!"
"DOTA_Popup_Item_Received_Header_Promotion"	"Bolti promóciós tárgyat kaptál!"
"DOTA_Popup_Item_Received_Header_Earned"	"Tárgyat érdemeltél ki!"
"DOTA_Popup_Item_Received_Header_Refunded"	"Tárgy-visszatérítést kaptál!"
"DOTA_Popup_Item_Received_Header_GiftWrapped"	"Ajándéknak csomagoltál egy tárgyat!"
"DOTA_Popup_Item_Received_Header_Foreign"	"Tárgyat találtál egy másik játékban!"
"DOTA_Popup_Item_Received_Header_CollectionReward"	"Gyűjtemény-jutalmat váltottál be!"
"DOTA_Popup_Item_Received_Header_PreviewItem"	"Új tárgyat tesztelsz!"
"DOTA_Popup_Item_Received_Header_PreviewItemPurchased"	"Tárgyat vásároltál!"
"DOTA_Popup_Item_Received_Header_PeriodicScoreReward"	"Tárgyat érdemeltél ki!"
"DOTA_Popup_Item_Received_Header_Recycling"	"Tárgyat készítettél!"
"DOTA_Popup_Item_Received_Header_TournamentDrop"	"Bajnoksági dobást kaptál!"
"DOTA_Popup_Item_Received_Header_RecipeOutput"	"Tárgyat készítettél!"
"DOTA_Popup_Item_Received_Header_CommunityMarketPurchase"	"Tárgyat vásároltál!"
"DOTA_Popup_Item_Received_Header_GemExtract"	"Kinyertél egy tárgyat!"
"DOTA_Popup_Item_Received_Header_CompendiumReward"	"Összefoglaló-jutalmat kaptál!"
"DOTA_Popup_Item_Received_Header_CompendiumDrop"	"Összefoglaló-dobást kaptál!"
"DOTA_Popup_Item_Received_Label_IOfN"	"{d:item_i} / {d:item_n}"
"DOTA_Popup_Item_Received_Button_Accept"	"Elfogadás"
"DOTA_Popup_Item_Received_Button_AcceptAll"	"Összes elfogadása ({d:item_n})"
"DOTA_TrophyDetails_PointsPerInterval"	"Minden {d:trophy_points_interval_size} szint után {d:trophy_points_per_level} trófeapontot kapsz."
"dota_casters"	"Közvetítők"
"LobbySetting_League"	"Liga"
"LobbySetting_League_Value"	"{s:lobbysetting_league}"
"DOTA_WatchLive_Purchase"	"Jegy: {g:dota_item_price:ticket_itemdef}"
"DOTA_WatchLive_Activate"	"Jegy aktiválása"
"DOTA_WatchLive_LoadMore"	"Továbbiak betöltése"
"DOTA_WatchReplays_Pending"	"Függőben..."
"DOTA_WatchReplays_Downloading"	"Letöltés...{i:download_pct}%"
"DOTA_WatchReplays_Decompressing"	"Kitömörítés...{i:decompress_pct}%"
"LoadingScreenCastersInfo"	"Közvetítők: {i:casters_loaded}/{i:casters_total}"
"DOTA_Armory_ContextMenu_EquipSet"	"Szett felszerlése"
"DOTA_Armory_Tag1_Default"	"1. címke"
"DOTA_Armory_Tag2_Default"	"2. címke"
"DOTA_Armory_Tag3_Default"	"3. címke"
"DOTA_Armory_Tag4_Default"	"4. címke"
"DOTA_Armory_Tag5_Default"	"5. címke"
"DOTA_Armory_Tag6_Default"	"6. címke"
"DOTA_Armory_Tag7_Default"	"7. címke"
"DOTA_Armory_Tag8_Default"	"8. címke"
"dota_page_match_details_replay_existence_decompressing"	"Kitömörítés..."
"DOTA_Workshop_TextureName_trans"	"Átlátszóság"
"DOTA_Workshop_TextureName_normal"	"Normál"
"DOTA_Workshop_TextureName_detailmask"	"Részletmaszk"
"DOTA_Workshop_TextureName_diffusemask"	"Diffúz/Fresnel maszk"
"DOTA_Workshop_TextureName_metalnessmask"	"Fémesség maszk"
"DOTA_Workshop_TextureName_specmask"	"Tükrözés-intenzitás maszk"
"DOTA_Workshop_TextureName_rimmask"	"Szegélyfény-intenzitás maszk"
"DOTA_Workshop_TextureName_basetintmask"	"Alapárnyalat maszk"
"DOTA_Workshop_TextureName_specexp"	"Tükrözési kitevő"
"DOTA_Workshop_TextureDetails_color"	"Színtérkép"
"DOTA_Workshop_TextureDetails_trans"	"Meghatározza hol legyen átlátszatlan a textúra (a fehér átlátszatlan, a fekete láthatatlan)."
"DOTA_Workshop_TextureDetails_normal"	"Normál térkép"
"DOTA_Workshop_TextureDetails_detailmask"	"Meghatározza a részlettérkép láthatóságát (csak akkor, ha az anyagra engedélyezve van a részlettérkép)."
"DOTA_Workshop_TextureDetails_diffusemask"	"Meghatározza a színhajlítás effektjét (csak akkor, ha az anyagra engedélyezve van a színhajlítás)."
"DOTA_Workshop_TextureDetails_metalnessmask"	"Meghatározza, hol legyen elnyomva a szín fémes kinézet szimulálásához."
"DOTA_Workshop_TextureDetails_selfillummask"	"Meghatározza hol önmegvilágító a felület a környezeti világítástól függetlenül (az önmegvilágítás színe a színtextúrából ered)."
"DOTA_Workshop_TextureDetails_specmask"	"Meghatározza a fénylő részek fényességét, az anyag tükrözési intenzitásával megszorozva."
"DOTA_Workshop_TextureDetails_rimmask"	"Meghatározza a modell széleinek fénylését (szegélyfény, más néven fresnel intenzitás)."
"DOTA_Workshop_TextureDetails_basetintmask"	"Meghatározza, hogy mennyi színt kapjanak a tükröződő megvilágítások a színtextúrától."
"DOTA_Workshop_TextureDetails_specexp"	"Meghatározza a tükröződő fénylés méretét, az anyagból való tükröződés exponens értékekének az arányaként szolgál."
"DOTA_Workshop_Ward_Model"	"Ward modell"
"DOTA_Workshop_CreateNewItem"	"Új tárgy létrehozása"
"DOTA_Workshop_Err_Model_Portrait_NotEdited"	"A(z) %1 modell portréja nem került beállításra."
"DOTA_PreviewSounds_ExampleSounds"	"Példahangok"
"DOTA_Tournament_Premium"	"Prémium"
"DOTA_Tournament_Professional"	"Hivatásos"
"DOTA_Tournament_Amateur"	"Amatőr"
"DOTA_Treasure_MarketPurchase"	"A piacon"
"DOTA_Treasure_HelpHeader"	"Minden kincs {d:items_per_treasure} tárgyat tartalmaz ezekből:"
"DOTA_Treausre_HelpNoDupe"	"Míg meg nem vásárolod és ki nem nyitod, nem tudod, melyiket fogod kapni. Ha egynél többet vásárolsz, addig nem kapsz másodpéldányokat, míg mindegyik nem-ritka tárgyból nem birtokolsz egyet."
"DOTA_Treasure_HelpDupe"	"Míg meg nem vásárolod és ki nem nyitod, nem tudod, melyiket fogod kapni. Ha egynél többet vásárolsz, kaphatsz másodpéldányokat is."
"DOTA_Treasure_HelpRares"	"Továbbá, ha nagyon szerencsés vagy, a kapott normál tárgyakon túl kaphatsz egyet a ritka bónusztárgyak közül."
"DOTA_Treasure_FilterAvailable"	"Elérhető"
"DOTA_Treasure_FilterOwned"	"Kinyitatlan ({d:treasures_owned_count})"
"DOTA_Treasure_FilterAll"	"Összes"
"DOTA_Workshop_ValveSelectItemID"	"Tárgyazonosító kiválasztása"
"DOTA_Workshop_Err_FailedToLoadMaterialTemplate"	"Nem lehet betölteni az anyagsablont: '%1'"
"DOTA_Workshop_ExtraMiscTags"	"Extra címkék"
"DOTA_Workshop_ExtraBrandingTags"	"Márkacímkék"
"DOTA_Workshop_Tags_SingleItem"	"Önálló tárgy"
"DOTA_Trophies_ViewMyCollection"	"Gyűjteményem"
"DOTA_Trophies_ViewActive"	"Aktív"
"DOTA_Trophies_Info"	"Szerezz trófeákat Dota-szinted növeléséhez.<br><br>Minden trófea különböző mennyiségű trófeaponttal visz közelebb következő Dota-szintedhez. Trófeapontokat akkor kapsz, valahányszor trófeát szereztél, vagy új szintre fejlesztesz egyet.<br><br>100 trófeapont = 1 Dota-szint."
"DOTA_Custom_Game_About"	"Névjegy"
"DOTA_Custom_Game_Updates"	"Frissítések"
"DOTA_Workshop_Reset_To_Default"	"Vissza alapértelmezésre"
"DOTA_Workshop_Error_FailedToLoadCompiledModel"	"Nem lehet betölteni a modellt: %1"
"DOTA_EventName_International2014"	"The International 2014"
"DOTA_EventName_International2015"	"The International 2015"
"DOTA_EventName_FallMajor2015"	"Fall 2015"
"DOTA_Combine"	"Egyesít"
"DOTA_Profile_SaveChanges"	"Változások mentése"
"dota_lobby_broadcast_channel_title"	"Közvetítői csatornák"
"dota_settings_shadowquality_off"	"Ki"
"dota_lobby_host"	"Váró-házigazda: {s:lobby_host_name}"
"dota_lobby_row_region"	"{s:region}"
"dota_lobby_browser_header_region"	"Régió"
"dota_lobby_browser_all_regions"	"Összes régió"
"DOTA_Armory_Category_CompendiumLevels"	"Szintek"
"DOTA_Armory_Category_CompendiumCoins"	"Érmék"
"dota_profile_recent_games_option_show_custom_games"	"Egyedi játékok mutatása"
"dota_profile_recent_games_option_show_ranked_mmr_change"	"Rangsorolt JáR változások mutatása"
"dota_profile_recent_game_result_uncalibrated_ranked"	"Kalibrálás"
"dota_profile_recent_game_result_win_ranked"	"{i:ranked_mmr} (+{i:ranked_mmr_delta})"
"dota_profile_recent_game_result_loss_ranked"	"{i:ranked_mmr} ({i:ranked_mmr_delta})"
"DOTA_tooltip_econ_item_gift_dedication"	"{s:gift_dedication}"
"DOTA_econ_item_details_original_name_label"	"Eredeti név:"
"DOTA_econ_item_details_add_socket"	"Foglalat hozzáadása"
"DOTA_econ_item_details_add_gem"	"Ékkő hozzáadása"
"DOTA_econ_item_details_extract_gem"	"Ékkő kinyerése"
"DOTA_econ_item_details_extract_gem_short"	"Kinyerés"
"DOTA_econ_item_details_reset_gem"	"Visszaállít"
"DOTA_econ_item_details_gift_header"	"Ajándékozás"
"DOTA_econ_item_details_gift_clear_gifter"	"Ajándékozó nevének törlése"
"DOTA_econ_item_details_gift_clear_dedication"	"Ajánlás törlése"
"DOTA_econ_item_details_sockets_header"	"Közönséges foglalatok"
"DOTA_econ_item_details_styles_header"	"Stílusok"
"DOTA_econ_item_details_style_name"	"{s:style_name}"
"DOTA_econ_item_details_style_selected"	"Kiválasztva"
"DOTA_econ_item_details_style_available"	"Kiválaszt"
"DOTA_econ_item_details_style_locked"	"Zárolt"
"DOTA_econ_item_details_tooltip_lock_reason_title"	"Feloldási előfeltétel(ek):"
"DOTA_econ_item_details_tooltip_lock_reason"	"{s:style_lock_reason}"
"DOTA_econ_item_details_description_header"	"Leírás"
"DOTA_econ_item_details_description_reset"	"Visszaállít"
"DOTA_econ_item_details_description_edit"	"Szerkesztés"
"DOTA_Crafting"	"Készítés"
"DOTA_Crafting_Confirm"	"Biztosan valami újat akarsz készíteni ezekből a tárgyakból?"
"DOTA_CraftingResult_Success"	"Siker! Élvezd az új tárgyaidat!"
"DOTA_CraftingResult_OfferingDisabled"	"Ez a tárgykészítési recept jelenleg le van tiltva. Próbáld újra később."
"DOTA_CraftingResult_InvalidItems"	"Sikertelen: érvénytelen tárgyak."
"DOTA_CraftingResult_InternalError"	"Sikertelen: belső hiba."
"DOTA_CraftingResult_MissingLeague"	"Sikertelen: rendelkezned kell az összefoglalóval e recept használatához."
"DOTA_Workshop_Attachment_Edit_Disabled"	"A csatolási pont szerkesztése jelenleg nem támogatott. Ez a funkcionalitás egy jövőbeli frissítésben kerül hozzáadásra."
"DOTA_Workshop_Mat0Title"	"Anyagfájlok"
"DOTA_Workshop_Mat0Desc"	"Ez azon fájlok sora, melyek kombinálva a geometriáid textúráját adják."
"DOTA_Workshop_Animation_Spawn_Desc"	"Hasznos lehet az egység arcát kissé felfelé fordítani, hogy jobban látszódjon a játékbeli felülnézetből."
"DOTA_Workshop_Animation_Idle_Desc"	"Hasznos lehet az egység arcát kissé felfelé fordítani, hogy jobban látszódjon a játékbeli felülnézetből. Ha elérhető, külön portré tétlenkedés vagy tárgykiosztási tétlenkedés is beküldhető, normál szögbe állított arccal."
"DOTA_Workshop_Animation_IdleAlt_Desc"	"Hasznos lehet az egység arcát kissé felfelé fordítani, hogy jobban látszódjon a játékbeli felülnézetből. Ha elérhető, külön portré tétlenkedés vagy tárgykiosztási tétlenkedés is beküldhető, normál szögbe állított arccal."
"DOTA_Workshop_Animation_IdleRare_Desc"	"Hasznos lehet az egység arcát kissé felfelé fordítani, hogy jobban látszódjon a játékbeli felülnézetből. Ha elérhető, külön portré tétlenkedés vagy tárgykiosztási tétlenkedés is beküldhető, normál szögbe állított arccal."
"DOTA_Workshop_Animation_Run_Desc"	"Hasznos lehet az egység arcát kissé felfelé fordítani, hogy jobban látszódjon a játékbeli felülnézetből."
"DOTA_Workshop_Animation_RunAlt_Desc"	"Hasznos lehet az egység arcát kissé felfelé fordítani, hogy jobban látszódjon a játékbeli felülnézetből."
"DOTA_Workshop_Animation_RunRare_Desc"	"Hasznos lehet az egység arcát kissé felfelé fordítani, hogy jobban látszódjon a játékbeli felülnézetből."
"DOTA_Workshop_Animation_RunHaste_Desc"	"Olyan testtartás, mely döntöttebb vagy áramvonalasabb a normál futásénál, segíthet a megnövekedett sebesség visszaadásában."
"DOTA_Workshop_Animation_RunInjured_Desc"	"Hasznos lehet az egység arcát kissé felfelé fordítani, hogy jobban látszódjon a játékbeli felülnézetből."
"DOTA_Workshop_Animation_PortraitIdle_Desc"	"Ha felemelted a fejet a játékon belüli tétlenséghez, állítsd az egység arcát normál szögbe, hogy jobban látszódjon a portrén. Esetleg a testmozgásán is tompíthatsz, hogy ne csússzon ki túlságosan a portrékeretből."
"DOTA_Workshop_Animation_PortraitRare_Desc"	"Ha felemelted a fejet a játékon belüli tétlenséghez, állítsd az egység arcát normál szögbe a portréhoz. Esetleg a testmozgásán is tompíthatsz, hogy ne csússzon ki túlságosan a portrékeretből."
"DOTA_Workshop_Animation_LoadoutIdle"	"Tárgykiosztási tétlenség"
"DOTA_Workshop_Animation_LoadoutIdle_Desc"	"Ha felemelted a fejet a játékon belüli tétlenséghez, állítsd az egység arcát normál szögbe, hogy jobban látszódjon a tárgykiosztásban."
